project_id,project_type,state,district,land_area,affected_families,num_parcels,num_villages,notification_pct,survey_pct,verification_pct,objection_pct,award_pct,compensation_pct,rr_pct,possession_pct,overall_completion,legal_disputes,comp_total,comp_paid,comp_pending,avg_response_days,approval_delay,docs_total,docs_pending,doc_anomalies,velocity_change,project_value,delay_days,risk_score,delay_probability,is_delayed
LA-AP-0771,Expressway,Andhra Pradesh,Nellore,376.23,516,515,4,0.54,0.52,0.21,0.2,0.2,0.2,0.2,0.15,0.28,46,5471.36,865.01,4606.35,22.8,15,118,10,3,-63.2,1814.72,114,67,0.67,1
LA-WB-0638,Power Transmission,West Bengal,Asansol,1346.23,1627,1456,16,0.65,0.65,0.49,0.49,0.45,0.45,0.38,0.2,0.47,64,9209.12,4036.48,5172.64,20.2,47,125,44,12,-5.7,1759.89,108,67,0.68,1
LA-R-0376,SEZ,Rajasthan,Kota,533.02,334,375,4,0.73,0.56,0.45,0.38,0.38,0.31,0.27,0.23,0.41,41,6079.95,1513.81,4566.14,15.6,28,228,15,1,18.8,2956.86,104,67,0.74,1
LA-G-0418,Power Transmission,Gujarat,Ahmedabad,2687.88,1541,1451,18,0.44,0.44,0.31,0.25,0.23,0.07,0.04,0.04,0.23,30,35279.56,1931.01,33348.55,8.4,59,287,93,9,-50.0,2084.03,104,67,0.75,1
LA-WB-0647,Power Transmission,West Bengal,Bardhaman,185.05,181,265,3,0.48,0.42,0.34,0.34,0.33,0.17,0.16,0.07,0.29,0,3920.25,470.19,3450.06,13.6,59,150,10,0,17.6,2412.02,104,67,0.61,1
LA-WB-0592,Expressway,West Bengal,Howrah,354.36,347,426,4,0.45,0.45,0.38,0.19,0.19,0.19,0.03,0.03,0.24,8,6712.62,1178.8,5533.82,11.6,52,59,17,0,-93.3,2317.99,102,67,0.74,1
LA-K-0298,Power Transmission,Karnataka,Belagavi,861.2,1558,1760,18,0.71,0.61,0.61,0.61,0.47,0.35,0.35,0.35,0.51,185,19703.4,4904.46,14798.94,21.1,47,205,102,14,-23.6,1666.69,101,67,0.6,1
LA-R-0348,Industrial Corridor,Rajasthan,Jodhpur,1503.43,949,984,9,0.41,0.41,0.28,0.25,0.25,0.1,0.1,0.07,0.23,86,4931.07,464.65,4466.42,21.2,31,110,33,7,42.1,1738.44,100,67,0.65,1
LA-K-0250,Railway,Karnataka,Bengaluru,1398.13,1764,1584,13,0.53,0.48,0.4,0.15,0.15,0.11,0.01,0,0.23,114,26171.99,2161.77,24010.22,18.1,31,186,106,10,-38.9,3885.92,94,67,0.74,1
LA-TN-0231,Canal/Irrigation,Tamil Nadu,Erode,1865.44,1192,1247,12,0.69,0.54,0.43,0.4,0.27,0.26,0.22,0.13,0.37,121,12915.98,3108.04,9807.94,15.7,16,133,80,11,-25.0,906.64,91,67,0.66,1
LA-G-0474,Airport,Gujarat,Jamnagar,1439.82,791,810,7,0.47,0.43,0.43,0.31,0.31,0.19,0.19,0.19,0.32,71,4997.11,761.0,4236.11,15.4,33,190,95,23,-55.8,2743.52,89,67,0.69,1
LA-T-0712,Smart City,Telangana,Mahbubnagar,1571.67,1198,1084,9,0.45,0.45,0.3,0.3,0.3,0.3,0.22,0.22,0.32,144,19181.37,4848.23,14333.14,9.4,42,223,107,14,-36.2,2595.0,89,67,0.71,1
LA-M-0042,SEZ,Maharashtra,Thane,1741.65,1168,933,10,0.63,0.59,0.45,0.39,0.24,0.24,0.21,0.1,0.36,14,21045.17,4994.66,16050.51,18.9,15,241,117,25,-48.3,2118.31,84,67,0.65,1
LA-AP-0739,National Highway,Andhra Pradesh,Visakhapatnam,337.76,676,675,7,0.38,0.38,0.38,0.25,0.25,0.23,0.09,0.02,0.25,94,12225.6,2128.25,10097.35,23.7,37,286,139,22,-56.0,1309.64,120,66,0.73,1
LA-WB-0595,Industrial Corridor,West Bengal,Howrah,882.97,503,521,8,0.71,0.71,0.68,0.45,0.45,0.36,0.35,0.35,0.51,56,12205.49,3877.61,8327.88,19.5,50,279,59,13,-28.6,3420.07,107,66,0.66,1
LA-M-0012,Expressway,Maharashtra,Nagpur,986.3,638,512,3,0.63,0.63,0.55,0.48,0.45,0.38,0.22,0.18,0.44,71,6998.85,2578.71,4420.14,24.6,49,75,28,7,0.0,4678.41,105,66,0.69,1
LA-G-0457,National Highway,Gujarat,Bhavnagar,569.17,1317,1232,12,0.64,0.53,0.35,0.35,0.35,0.35,0.34,0.2,0.39,181,11591.02,3117.42,8473.6,14.5,47,273,106,5,-6.7,1232.01,105,66,0.59,1
LA-M-0003,National Highway,Maharashtra,Pune,401.98,327,421,6,0.68,0.42,0.42,0.4,0.4,0.35,0.28,0.16,0.39,8,7840.64,2687.09,5153.55,16.3,42,56,33,7,-11.8,1950.69,102,66,0.63,1
LA-G-0491,Defence,Gujarat,Gandhinagar,2338.67,1564,1577,15,0.73,0.43,0.33,0.33,0.25,0.22,0.22,0.22,0.34,53,18239.89,3883.11,14356.78,6.2,40,79,21,0,24.3,193.77,101,66,0.69,1
LA-T-0709,Railway,Telangana,Mahbubnagar,1566.3,1101,1358,14,0.44,0.39,0.39,0.33,0.33,0.22,0.22,0.15,0.31,132,24906.62,4390.56,20516.06,16.0,12,71,5,1,19.0,3940.24,96,66,0.72,1
LA-G-0417,Airport,Gujarat,Ahmedabad,511.6,1091,1129,11,0.92,0.7,0.6,0.48,0.48,0.38,0.38,0.35,0.54,110,23230.58,6714.08,16516.5,24.6,54,222,118,35,14.3,4282.79,95,66,0.73,1
LA-K-0328,SEZ,Karnataka,Tumakuru,3184.62,1974,2047,17,0.69,0.69,0.47,0.45,0.45,0.3,0.3,0.2,0.44,282,42387.29,9245.05,33142.24,11.5,35,168,41,8,-32.7,3689.01,94,66,0.64,1
LA-MP-0535,Smart City,Madhya Pradesh,Gwalior,395.75,885,911,6,0.98,0.84,0.73,0.55,0.55,0.55,0.4,0.4,0.62,49,11691.02,4567.65,7123.37,23.7,60,102,27,1,-49.2,3274.27,94,66,0.73,1
LA-AP-0799,Railway,Andhra Pradesh,Tirupati,3428.91,1899,1972,17,0.66,0.66,0.65,0.39,0.36,0.36,0.3,0.2,0.45,91,46873.83,13378.21,33495.62,14.0,32,165,62,17,-71.4,4463.64,94,66,0.69,1
LA-R-0371,National Highway,Rajasthan,Kota,908.29,695,636,8,0.57,0.47,0.29,0.29,0.17,0.17,0.17,0.06,0.27,13,5116.65,677.71,4438.94,23.6,32,128,17,3,-89.3,2189.01,92,66,0.61,1
LA-M-0065,Metro Rail,Maharashtra,Kolhapur,552.48,1372,1415,11,0.75,0.75,0.52,0.52,0.51,0.34,0.34,0.34,0.51,37,8610.04,2343.25,6266.79,24.0,17,72,40,6,13.3,1749.31,88,66,0.7,1
LA-UP-0163,Airport,Uttar Pradesh,Bareilly,2036.23,1812,1853,15,0.46,0.46,0.31,0.31,0.31,0.31,0.31,0.14,0.33,192,17085.25,4950.05,12135.2,5.9,47,141,37,10,-31.7,164.88,88,66,0.61,1
LA-K-0264,Smart City,Karnataka,Hubballi,1244.23,1563,1664,16,0.66,0.55,0.55,0.4,0.4,0.26,0.2,0.18,0.4,196,12138.83,2394.76,9744.07,24.2,11,271,96,26,6.1,2199.1,86,66,0.68,1
LA-R-0342,Expressway,Rajasthan,Jaipur,968.72,1302,1310,12,0.63,0.47,0.47,0.3,0.3,0.26,0.16,0.16,0.34,24,21746.5,5091.03,16655.47,4.5,52,197,112,28,28.1,3224.07,77,66,0.62,1
LA-T-0737,Metro Rail,Telangana,Adilabad,607.18,764,880,9,0.58,0.58,0.48,0.48,0.37,0.37,0.29,0.28,0.43,74,4704.08,1264.51,3439.57,23.6,54,286,16,1,-33.3,4141.52,105,65,0.69,1
LA-R-0356,Defence,Rajasthan,Udaipur,353.51,1094,1144,13,0.51,0.51,0.36,0.36,0.11,0.11,0.11,0.11,0.27,111,16311.06,1353.99,14957.07,19.7,33,209,27,2,-65.1,1296.32,104,65,0.71,1
LA-MP-0520,State Highway,Madhya Pradesh,Jabalpur,1040.81,1189,1101,9,0.63,0.38,0.38,0.38,0.22,0.22,0.22,0.16,0.32,116,28889.61,5561.71,23327.9,21.1,9,289,46,3,-93.3,4262.9,97,65,0.72,1
LA-T-0720,State Highway,Telangana,Nalgonda,201.18,579,541,6,0.83,0.83,0.53,0.53,0.45,0.35,0.35,0.35,0.53,25,14388.55,4552.07,9836.48,24.3,19,128,13,0,19.4,637.33,96,65,0.65,1
LA-R-0409,Expressway,Rajasthan,Alwar,2410.55,1390,1458,14,0.44,0.44,0.39,0.29,0.22,0.21,0.21,0.21,0.3,48,32038.91,5810.89,26228.02,20.4,42,60,24,3,-87.5,3009.3,93,65,0.65,1
LA-T-0663,Airport,Telangana,Hyderabad,744.66,1489,1460,15,0.47,0.27,0.27,0.27,0.25,0.09,0.08,0.03,0.22,100,34381.44,2280.44,32101.0,12.2,25,189,26,3,14.3,1600.97,93,65,0.64,1
LA-MP-0516,Smart City,Madhya Pradesh,Jabalpur,1707.41,1848,1640,15,0.82,0.73,0.66,0.53,0.53,0.36,0.36,0.36,0.54,237,25356.52,8225.33,17131.19,22.3,47,292,85,10,-13.3,1602.41,91,65,0.57,1
LA-T-0732,Expressway,Telangana,Adilabad,346.87,726,557,4,0.58,0.58,0.51,0.4,0.4,0.34,0.34,0.19,0.42,31,12597.08,3158.75,9438.33,5.2,60,117,47,12,15.6,3181.57,90,65,0.58,1
LA-AP-0758,Defence,Andhra Pradesh,Vijayawada,1558.66,1274,1258,12,0.72,0.72,0.72,0.47,0.47,0.35,0.35,0.35,0.52,152,29696.82,7749.3,21947.52,10.8,52,150,33,6,-21.1,1386.33,90,65,0.72,1
LA-UP-0092,National Highway,Uttar Pradesh,Varanasi,1580.1,1640,1641,15,0.62,0.4,0.29,0.29,0.28,0.22,0.22,0.18,0.31,72,8252.01,1541.85,6710.16,9.5,25,166,23,4,0.0,2186.48,88,65,0.66,1
LA-AP-0770,Power Transmission,Andhra Pradesh,Nellore,814.31,1130,1032,13,0.68,0.54,0.54,0.38,0.38,0.34,0.33,0.17,0.42,5,10062.02,3096.58,6965.44,8.6,57,161,10,0,-53.2,1102.8,88,65,0.58,1
LA-G-0431,Railway,Gujarat,Surat,1092.64,804,747,8,0.51,0.51,0.41,0.38,0.27,0.22,0.18,0.18,0.33,43,6569.64,1272.69,5296.95,2.8,52,116,58,14,19.0,2187.18,86,65,0.73,1
LA-WB-0582,Railway,West Bengal,Kolkata,676.99,796,750,6,0.88,0.77,0.61,0.61,0.49,0.49,0.25,0.25,0.54,110,10558.38,4099.28,6459.1,12.1,59,84,13,1,-26.5,72.63,82,65,0.63,1
LA-R-0339,Industrial Corridor,Rajasthan,Jaipur,2876.46,2109,1892,18,0.52,0.5,0.43,0.28,0.12,0.12,0.12,0.08,0.27,219,16408.27,1801.47,14606.8,12.7,17,252,32,4,0.0,4511.63,78,65,0.58,1
LA-UP-0162,State Highway,Uttar Pradesh,Bareilly,1224.57,798,930,10,0.67,0.38,0.34,0.25,0.25,0.25,0.07,0.05,0.28,33,16036.54,2930.83,13105.71,12.1,11,201,12,0,-78.6,3022.37,77,65,0.61,1
LA-UP-0134,Power Transmission,Uttar Pradesh,Meerut,629.59,576,478,3,0.41,0.37,0.37,0.16,0.1,0.1,0.02,0.02,0.19,35,8407.46,733.28,7674.18,2.5,34,69,23,5,-67.5,2069.28,76,65,0.69,1
LA-G-0464,Defence,Gujarat,Bhavnagar,2475.6,1981,1824,18,0.66,0.66,0.54,0.49,0.43,0.34,0.34,0.23,0.46,163,27721.66,7365.11,20356.55,22.2,53,287,173,12,-70.0,2389.9,115,64,0.62,1
LA-R-0332,Expressway,Rajasthan,Jaipur,985.71,1243,1416,14,0.61,0.52,0.32,0.3,0.17,0.17,0.14,0.03,0.28,119,13313.92,1865.04,11448.88,9.2,44,151,69,4,-1.7,2553.42,114,64,0.63,1
LA-MP-0514,Industrial Corridor,Madhya Pradesh,Indore,494.98,305,391,4,0.48,0.48,0.44,0.38,0.21,0.16,0.16,0.1,0.3,56,4140.62,502.46,3638.16,12.6,37,176,36,7,-23.1,1085.54,114,64,0.65,1
LA-M-0060,Smart City,Maharashtra,Kolhapur,2217.42,1892,1749,14,0.47,0.47,0.43,0.32,0.25,0.25,0.22,0,0.3,188,36820.59,7023.28,29797.31,12.9,45,262,39,0,-93.8,772.62,112,64,0.61,1
LA-AP-0785,National Highway,Andhra Pradesh,Kurnool,1305.65,1891,1660,15,0.94,0.8,0.6,0.58,0.58,0.41,0.41,0.41,0.59,135,28226.5,10589.28,17637.22,21.8,41,130,56,2,0.0,3171.19,107,64,0.56,1
LA-T-0710,Smart City,Telangana,Mahbubnagar,2002.54,1447,1611,13,0.71,0.56,0.44,0.42,0.39,0.21,0.12,0.12,0.37,53,20335.13,3355.38,16979.75,14.3,53,292,26,1,-5.9,3751.51,106,64,0.64,1
LA-K-0244,Metro Rail,Karnataka,Bengaluru,1133.31,815,848,7,0.75,0.7,0.44,0.44,0.31,0.31,0.31,0.15,0.43,46,15025.88,4328.62,10697.26,10.9,53,202,50,11,-48.8,1734.82,100,64,0.56,1
LA-AP-0745,Expressway,Andhra Pradesh,Visakhapatnam,1204.24,1341,1255,13,0.69,0.51,0.46,0.46,0.28,0.28,0.27,0.26,0.4,25,10369.18,2397.54,7971.64,20.4,31,180,75,14,7.5,1517.07,99,64,0.66,1
LA-TN-0206,Smart City,Tamil Nadu,Salem,1890.46,1461,1718,16,0.51,0.51,0.32,0.32,0.29,0.29,0.26,0.08,0.32,208,21034.38,5174.47,15859.91,7.6,56,153,38,7,-4.8,3570.64,98,64,0.71,1
LA-G-0487,SEZ,Gujarat,Gandhinagar,715.83,464,439,6,0.46,0.46,0.37,0.17,0.13,0.07,0.04,0.01,0.21,9,7162.73,403.08,6759.65,10.9,59,115,18,1,33.3,4474.61,97,64,0.67,1
LA-AP-0791,Defence,Andhra Pradesh,Kurnool,101.41,152,136,3,0.75,0.54,0.51,0.42,0.42,0.23,0.23,0.23,0.42,10,3205.42,545.41,2660.01,5.0,60,292,47,14,-43.4,4601.05,94,64,0.59,1
LA-K-0303,Metro Rail,Karnataka,Davanagere,1600.88,1158,1037,11,0.59,0.48,0.26,0.26,0.26,0.26,0.09,0.09,0.29,66,26259.81,6799.17,19460.64,11.9,41,159,57,11,-11.5,3879.84,92,64,0.62,1
LA-G-0462,Power Transmission,Gujarat,Bhavnagar,2834.7,1430,1513,17,0.68,0.52,0.44,0.32,0.26,0.2,0.2,0.07,0.34,185,24263.55,3408.36,20855.19,5.9,47,119,13,1,-95.5,2655.76,92,64,0.64,1
LA-M-0019,Metro Rail,Maharashtra,Nashik,2088.22,1227,1259,10,0.39,0.29,0.25,0.25,0.1,0.03,0.03,0.03,0.17,86,20712.51,582.34,20130.17,13.1,1,170,57,8,-47.6,1353.32,86,64,0.66,1
LA-UP-0114,National Highway,Uttar Pradesh,Kanpur,1898.72,1637,1487,18,0.36,0.36,0.33,0.28,0.19,0.18,0.09,0.09,0.23,211,9713.66,1458.0,8255.66,6.7,26,99,9,2,19.1,2705.71,83,64,0.59,1
LA-UP-0123,Railway,Uttar Pradesh,Prayagraj,1185.26,1527,1474,15,0.68,0.53,0.4,0.4,0.33,0.33,0.24,0.11,0.38,55,19710.87,5663.71,14047.16,13.6,42,284,67,15,-14.6,2838.59,79,64,0.59,1
LA-G-0450,State Highway,Gujarat,Rajkot,2382.9,1746,1718,16,0.48,0.46,0.28,0.28,0.28,0.25,0.25,0.08,0.29,45,30923.87,6083.11,24840.76,11.4,22,298,106,23,0.0,4191.37,78,64,0.68,1
LA-K-0274,Metro Rail,Karnataka,Mangaluru,814.27,802,724,6,0.7,0.56,0.47,0.39,0.33,0.33,0.33,0.22,0.42,40,5259.97,1688.96,3571.01,17.2,18,98,34,8,-35.7,127.23,70,64,0.64,1
LA-T-0734,Expressway,Telangana,Adilabad,2937.88,1868,1975,16,0.65,0.5,0.28,0.28,0.28,0.24,0.17,0.11,0.31,168,41126.58,8426.31,32700.27,18.3,35,136,79,1,-33.3,557.43,116,63,0.71,1
LA-UP-0169,State Highway,Uttar Pradesh,Bareilly,1037.29,773,683,6,0.42,0.38,0.21,0.21,0.21,0.08,0.08,0.05,0.2,50,8732.13,560.11,8172.02,16.3,21,95,15,2,-35.1,1190.78,113,63,0.68,1
LA-T-0695,Railway,Telangana,Karimnagar,2993.73,1689,1627,14,0.76,0.47,0.47,0.47,0.31,0.21,0.21,0.21,0.39,140,37133.36,6386.11,30747.25,22.2,22,94,56,7,-11.8,2979.74,111,63,0.67,1
LA-TN-0188,Canal/Irrigation,Tamil Nadu,Coimbatore,1935.93,888,986,9,0.72,0.7,0.51,0.51,0.41,0.2,0.2,0.2,0.43,99,6468.76,933.59,5535.17,20.6,38,283,17,1,23.5,1172.84,108,63,0.62,1
LA-AP-0777,Industrial Corridor,Andhra Pradesh,Kurnool,517.69,1257,1123,12,0.56,0.4,0.28,0.28,0.15,0.1,0.03,0.03,0.23,167,16843.54,1570.73,15272.81,20.3,11,117,68,15,7.3,875.56,108,63,0.55,1
LA-G-0460,Canal/Irrigation,Gujarat,Bhavnagar,495.9,779,791,9,0.9,0.78,0.51,0.51,0.51,0.42,0.37,0.37,0.55,107,10982.39,3529.62,7452.77,20.3,35,244,53,8,-96.3,1591.06,107,63,0.65,1
LA-MP-0559,Canal/Irrigation,Madhya Pradesh,Sagar,1392.6,681,697,9,0.68,0.68,0.4,0.4,0.4,0.39,0.19,0.19,0.42,60,14375.6,3912.06,10463.54,19.6,35,140,60,5,0.0,3945.06,106,63,0.65,1
LA-TN-0215,State Highway,Tamil Nadu,Tiruchirappalli,2107.86,1546,1465,11,0.41,0.41,0.27,0.27,0.1,0.09,0.09,0.02,0.21,45,33430.77,2587.17,30843.6,21.8,11,160,37,10,-60.0,1078.65,105,63,0.6,1
LA-M-0026,Power Transmission,Maharashtra,Nashik,2813.16,1849,1833,15,0.35,0.35,0.16,0.16,0.11,0.09,0.09,0.09,0.17,141,43233.76,3295.55,39938.21,15.1,36,184,107,9,-60.9,3776.56,98,63,0.61,1
LA-WB-0627,State Highway,West Bengal,Durgapur,2017.0,1573,1654,16,0.6,0.52,0.52,0.4,0.4,0.4,0.4,0.3,0.44,89,36145.24,12656.52,23488.72,19.6,32,76,13,0,-93.3,2749.72,98,63,0.66,1
LA-M-0002,SEZ,Maharashtra,Pune,1280.76,710,733,8,0.6,0.4,0.4,0.29,0.24,0.05,0.01,0.01,0.25,72,10973.51,582.15,10391.36,6.7,45,225,57,8,-19.6,268.23,96,63,0.57,1
LA-M-0005,Power Transmission,Maharashtra,Pune,2184.29,1900,2029,18,0.6,0.56,0.31,0.24,0.24,0.24,0.16,0.16,0.31,136,40680.88,7705.91,32974.97,8.9,37,250,17,2,9.3,4772.99,94,63,0.69,1
LA-R-0403,Metro Rail,Rajasthan,Bikaner,857.63,460,479,4,0.77,0.76,0.62,0.55,0.47,0.37,0.27,0.27,0.51,22,7710.85,2814.59,4896.26,16.0,46,245,56,8,-46.7,4096.2,94,63,0.69,1
LA-AP-0760,SEZ,Andhra Pradesh,Guntur,1821.96,1351,1544,16,0.65,0.37,0.27,0.27,0.27,0.19,0.16,0.11,0.29,36,20779.07,3547.49,17231.58,16.3,22,268,46,9,-2.1,3211.72,93,63,0.57,1
LA-T-0727,Smart City,Telangana,Nalgonda,1695.29,943,873,8,0.76,0.69,0.51,0.38,0.27,0.25,0.2,0.2,0.41,41,18590.76,4460.94,14129.82,6.6,37,140,80,14,-18.0,182.93,92,63,0.66,1
LA-UP-0106,Canal/Irrigation,Uttar Pradesh,Kanpur,435.55,1041,1061,10,0.79,0.79,0.75,0.51,0.46,0.46,0.46,0.37,0.57,64,7168.18,3002.26,4165.92,15.9,39,265,79,2,21.3,3765.73,91,63,0.61,1
LA-TN-0217,Railway,Tamil Nadu,Tirunelveli,764.01,442,489,3,0.44,0.37,0.22,0.22,0.22,0.09,0.06,0.04,0.21,54,10351.44,823.52,9527.92,3.1,27,57,32,2,-76.0,4305.5,91,63,0.65,1
LA-G-0493,State Highway,Gujarat,Gandhinagar,648.38,1295,1315,16,0.68,0.45,0.41,0.41,0.36,0.21,0.21,0.02,0.34,155,9242.03,1743.53,7498.5,10.3,18,126,26,3,5.2,4977.7,90,63,0.58,1
LA-T-0694,Expressway,Telangana,Karimnagar,2160.61,1851,1917,16,0.84,0.84,0.6,0.56,0.5,0.43,0.43,0.43,0.58,131,22890.72,7587.04,15303.68,24.1,19,224,110,13,-96.0,2501.53,90,63,0.71,1
LA-MP-0525,Smart City,Madhya Pradesh,Jabalpur,968.23,1984,1832,18,0.84,0.73,0.53,0.53,0.53,0.51,0.38,0.27,0.54,56,20149.16,7625.76,12523.4,17.6,51,218,67,3,-45.7,2771.24,87,63,0.65,1
LA-M-0020,Metro Rail,Maharashtra,Nashik,3003.11,1412,1578,14,0.84,0.76,0.65,0.58,0.58,0.58,0.57,0.42,0.62,26,7267.5,4220.1,3047.4,24.2,53,126,18,5,-70.6,3826.45,85,63,0.65,1
LA-MP-0512,Canal/Irrigation,Madhya Pradesh,Indore,497.92,576,573,10,0.99,0.89,0.81,0.65,0.65,0.65,0.64,0.51,0.72,50,12962.61,7823.95,5138.66,23.7,52,249,141,7,-93.8,2926.14,85,63,0.7,1
LA-AP-0784,State Highway,Andhra Pradesh,Kurnool,1440.76,1402,1415,13,0.43,0.43,0.22,0.22,0.22,0.22,0.22,0.16,0.27,105,27698.85,5360.43,22338.42,19.5,9,264,125,11,-27.3,4625.41,83,63,0.55,1
LA-UP-0090,Industrial Corridor,Uttar Pradesh,Varanasi,533.8,1183,1231,11,0.59,0.42,0.38,0.34,0.14,0.12,0.09,0.09,0.27,32,8281.2,859.71,7421.49,9.5,38,246,105,14,11.3,1327.54,79,63,0.56,1
LA-UP-0085,Smart City,Uttar Pradesh,Agra,528.93,776,889,8,0.97,0.97,0.81,0.69,0.69,0.69,0.49,0.49,0.72,68,18666.38,9565.91,9100.47,21.9,51,121,53,5,-47.1,3179.25,72,63,0.68,1
LA-G-0444,Airport,Gujarat,Rajkot,2493.01,1714,1617,14,0.67,0.49,0.3,0.3,0.3,0.17,0.17,0.12,0.32,104,37600.46,6231.39,31369.07,10.7,59,192,13,1,-10.2,4056.32,116,62,0.68,1
LA-T-0666,Canal/Irrigation,Telangana,Hyderabad,2006.91,1391,1560,13,0.51,0.51,0.24,0.24,0.12,0.12,0.12,0.09,0.24,79,33548.58,3080.47,30468.11,19.3,28,225,16,0,-30.9,2847.21,113,62,0.67,1
LA-MP-0515,Canal/Irrigation,Madhya Pradesh,Jabalpur,234.21,499,503,4,0.56,0.56,0.48,0.38,0.26,0.12,0.12,0.02,0.31,34,2708.32,295.62,2412.7,24.9,19,109,60,10,-66.7,468.14,112,62,0.56,1
LA-K-0252,SEZ,Karnataka,Bengaluru,3685.25,1985,2016,18,0.64,0.64,0.49,0.49,0.49,0.44,0.31,0.31,0.48,129,34455.59,14803.51,19652.08,22.0,58,211,105,17,-60.6,4678.14,105,62,0.6,1
LA-UP-0086,Railway,Uttar Pradesh,Agra,811.48,1405,1373,12,0.68,0.68,0.45,0.45,0.45,0.31,0.31,0.26,0.45,93,26764.41,6490.68,20273.73,15.3,57,231,25,5,-12.5,3392.34,103,62,0.69,1
LA-AP-0780,Defence,Andhra Pradesh,Kurnool,627.75,452,360,4,0.61,0.56,0.45,0.31,0.3,0.21,0.21,0.21,0.36,8,9451.28,1770.08,7681.2,24.2,7,77,12,2,-53.1,1889.48,102,62,0.63,1
LA-T-0728,State Highway,Telangana,Nalgonda,1096.36,2091,2037,17,0.38,0.38,0.38,0.27,0.09,0.09,0.09,0.05,0.22,124,42804.11,2958.14,39845.97,19.6,5,224,49,2,20.4,87.77,99,62,0.63,1
LA-TN-0196,Airport,Tamil Nadu,Madurai,1855.12,1352,1380,11,0.63,0.61,0.48,0.46,0.36,0.31,0.2,0.2,0.41,7,12179.07,2922.8,9256.27,11.1,43,105,30,5,-10.4,1898.66,97,62,0.69,1
LA-TN-0178,Railway,Tamil Nadu,Chennai,1352.38,815,843,7,0.79,0.62,0.45,0.45,0.45,0.45,0.45,0.19,0.48,125,4964.05,1873.36,3090.69,16.6,49,77,18,2,-96.2,4765.19,95,62,0.65,1
LA-AP-0811,Canal/Irrigation,Andhra Pradesh,Rajahmundry,454.96,398,340,3,0.71,0.71,0.51,0.45,0.45,0.38,0.38,0.38,0.5,27,3388.28,1264.19,2124.09,11.9,53,158,57,17,-94.7,3919.49,95,62,0.66,1
LA-G-0426,National Highway,Gujarat,Surat,730.76,400,375,4,0.94,0.84,0.84,0.77,0.77,0.6,0.6,0.6,0.74,53,7991.31,3658.44,4332.87,17.3,50,241,132,29,-18.4,562.97,94,62,0.7,1
LA-UP-0116,Smart City,Uttar Pradesh,Kanpur,1230.79,1291,1086,10,0.56,0.56,0.28,0.28,0.28,0.28,0.11,0.02,0.3,85,27971.48,7121.01,20850.47,15.4,46,138,77,11,-3.6,57.21,93,62,0.62,1
LA-UP-0121,SEZ,Uttar Pradesh,Prayagraj,1209.5,1325,1288,10,0.45,0.45,0.33,0.29,0.29,0.05,0.05,0,0.24,74,27684.79,1342.27,26342.52,18.3,24,56,11,1,-15.7,4856.91,93,62,0.66,1
LA-MP-0508,Airport,Madhya Pradesh,Indore,730.64,713,713,8,0.56,0.39,0.39,0.25,0.25,0.22,0.22,0.22,0.31,93,17148.87,3071.3,14077.57,20.5,22,219,67,11,15.2,2437.11,93,62,0.7,1
LA-TN-0187,SEZ,Tamil Nadu,Coimbatore,1596.89,1300,1156,10,0.5,0.5,0.39,0.28,0.28,0.24,0.24,0.24,0.33,158,22299.78,5345.58,16954.2,6.9,46,135,9,0,-93.8,566.58,91,62,0.65,1
LA-R-0382,Airport,Rajasthan,Kota,1047.71,496,602,8,0.46,0.34,0.26,0.26,0.16,0.1,0.04,0.04,0.21,27,7675.23,726.6,6948.63,19.5,17,136,52,10,-53.3,2471.85,90,62,0.69,1
LA-M-0016,Power Transmission,Maharashtra,Nagpur,872.31,519,589,6,0.74,0.69,0.66,0.61,0.37,0.37,0.37,0.37,0.52,8,10854.14,3280.06,7574.08,24.3,52,230,126,13,13.9,4094.69,89,62,0.67,1
LA-T-0687,Industrial Corridor,Telangana,Nizamabad,1585.42,1535,1742,18,0.66,0.51,0.4,0.4,0.4,0.29,0.29,0.14,0.39,40,37375.36,9406.88,27968.48,3.3,46,223,52,11,13.2,4333.42,89,62,0.55,1
LA-K-0290,State Highway,Karnataka,Belagavi,1679.05,948,858,6,0.63,0.58,0.34,0.34,0.33,0.26,0.26,0.1,0.35,55,8308.4,2131.69,6176.71,22.6,5,119,49,5,-15.4,1956.82,86,62,0.66,1
LA-K-0268,Defence,Karnataka,Hubballi,2857.93,1641,1805,16,0.71,0.71,0.69,0.44,0.42,0.42,0.31,0.28,0.5,223,9945.92,3836.94,6108.98,16.5,36,260,37,9,-26.5,4565.64,85,62,0.7,1
LA-T-0705,SEZ,Telangana,Khammam,943.67,739,630,5,1.0,0.84,0.84,0.7,0.7,0.7,0.58,0.58,0.74,13,11869.96,8037.92,3832.04,23.1,52,183,73,10,-5.1,700.92,82,62,0.67,1
LA-UP-0164,Metro Rail,Uttar Pradesh,Bareilly,267.3,513,433,6,0.54,0.54,0.49,0.33,0.33,0.28,0.28,0.24,0.38,37,6481.87,1287.07,5194.8,8.9,51,75,12,2,-3.1,1005.46,79,62,0.58,1
LA-G-0455,Metro Rail,Gujarat,Bhavnagar,2339.49,1500,1389,13,0.8,0.55,0.55,0.45,0.45,0.39,0.39,0.31,0.49,16,11189.4,4122.69,7066.71,15.3,37,241,77,15,21.4,4685.67,79,62,0.68,1
